Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Brush application (product.metafields.shopify.brush-application),Chair features (product.metafields.shopify.chair-features),Color (product.metafields.shopify.color-pattern),Dispenser type (product.metafields.shopify.dispenser-type),Handle material (product.metafields.shopify.handle-material),Paint type (product.metafields.shopify.paint-type),Seat type (product.metafields.shopify.seat-type),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / International,Price / International,Compare At Price / International,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Status
Sarabella Queen Memory Foam Sleeper Dark Eucalyptus Stone,Sarabella Queen Memory Foam Sleeper Dark Eucalyptus Stone,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,131399.2864,shopify,deny,manual,914.37,1051,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_1.png?v=1745165362,344,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC920,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Sarabella Queen Memory Foam Sleeper Dark Eucalyptus Stone,,,,,,,,,Medium,,,,,,,,,131779.3998,shopify,deny,manual,916.98,1054,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_10.png?v=1745165392,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Sarabella Queen Memory Foam Sleeper Dark Eucalyptus Stone,,,,,,,,,Large,,,,,,,,,132159.5132,shopify,deny,manual,919.59,1057,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_11.png?v=1745165398,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Tulen Reclining Dark Eucalyptus Stone,Tulen Reclining Dark Eucalyptus Stone,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,132539.6265,shopify,deny,manual,922.2,1060,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_12.png?v=1745165406,347,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC921,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Tulen Reclining Dark Eucalyptus Stone,,,,,,,,,Medium,,,,,,,,,132919.7399,shopify,deny,manual,924.81,1063,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_13.png?v=1745165406,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Tulen Reclining Dark Eucalyptus Stone,,,,,,,,,Large,,,,,,,,,133299.8532,shopify,deny,manual,927.42,1066,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_14.png?v=1745165404,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Solana Power Reclining Dark Eucalyptus Stone,Solana Power Reclining Dark Eucalyptus Stone,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,133679.9666,shopify,deny,manual,930.03,1069,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_15.png?v=1745165404,350,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC922,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Mitchiner Reclining Dark Eucalyptus Stone,Mitchiner Reclining Dark Eucalyptus Stone,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,134060.08,shopify,deny,manual,932.64,1072,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_16.png?v=1745165399,351,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC910,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Darcy Bar Stool,Darcy Bar Stool,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,134440.1933,shopify,deny,manual,935.25,1075,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_17.png?v=1745165404,352,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC910,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Darcy Bar Stool,,,,,,,,,Medium,,,,,,,,,134820.3067,shopify,deny,manual,937.86,1078,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_18.png?v=1745165398,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Darcy Bar Stool,,,,,,,,,Large,,,,,,,,,135200.42,shopify,deny,manual,940.47,1081,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_19.png?v=1745165406,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Vail Fur Swivel Bar Stool,Vail Fur Swivel Bar Stool,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,135580.5334,shopify,deny,manual,943.08,1084,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_2.png?v=1745165362,355,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC911,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Vail Fur Swivel Bar Stool,,,,,,,,,Medium,,,,,,,,,135960.6468,shopify,deny,manual,945.69,1087,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_20.png?v=1745165399,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Vail Fur Swivel Bar Stool,,,,,,,,,Large,,,,,,,,,136340.7601,shopify,deny,manual,948.3,1090,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_21.png?v=1745165406,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lindyn Oversized Swivel Accent Bar Stool,Lindyn Oversized Swivel Accent Bar Stool,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,136720.8735,shopify,deny,manual,950.91,1093,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_22.png?v=1745165405,358,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC912,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Lindyn Oversized Swivel Accent Bar Stool,,,,,,,,,Medium,,,,,,,,,137100.9868,shopify,deny,manual,953.52,1096,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_23.png?v=1745165405,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lindyn Oversized Swivel Accent Bar Stool,,,,,,,,,Large,,,,,,,,,137481.1002,shopify,deny,manual,956.13,1099,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_24.png?v=1745165405,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Mahoney Chaise Bar Stool,Mahoney Chaise Bar Stool,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,137861.2136,shopify,deny,manual,958.74,1102,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_25.png?v=1745165399,361,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC913,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Mahoney Chaise Bar Stool,,,,,,,,,Medium,,,,,,,,,138241.3269,shopify,deny,manual,961.35,1105,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_26.png?v=1745165406,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Mahoney Chaise Bar Stool,,,,,,,,,Large,,,,,,,,,138621.4403,shopify,deny,manual,963.96,1108,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_28.png?v=1745165402,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Bar Stool,Karinne Oversized Bar Stool,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,139001.5536,shopify,deny,manual,966.57,1111,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_29.png?v=1745165399,364,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC914,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Karinne Oversized Bar Stool,,,,,,,,,Medium,,,,,,,,,139381.667,shopify,deny,manual,969.18,1114,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_3.png?v=1745165363,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Bar Stool,,,,,,,,,Large,,,,,,,,,139761.7804,shopify,deny,manual,971.79,1117,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_32.png?v=1745165402,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Bar Stool,,,,,,,,,,,,,,,,,,140141.8937,shopify,deny,manual,974.4,1120,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_33.png?v=1745165407,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Bar Stool,Adelaide Bar Stool,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,140522.0071,shopify,deny,manual,977.01,1123,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_34.png?v=1745165402,368,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC915,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Adelaide Bar Stool,,,,,,,,,Medium,,,,,,,,,140902.1204,shopify,deny,manual,979.62,1126,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_35.png?v=1745165402,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Bar Stool,,,,,,,,,Large,,,,,,,,,141282.2338,shopify,deny,manual,982.23,1129,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_36.png?v=1745165394,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexsteel Adrian Leather Power Bar Stool,Flexsteel Adrian Leather Power Bar Stool,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,141662.3472,shopify,deny,manual,984.84,1132,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_37.png?v=1745165407,371,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC916,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Flexsteel Adrian Leather Power Bar Stool,,,,,,,,,Medium,,,,,,,,,142042.4605,shopify,deny,manual,987.45,1135,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_38.png?v=1745165403,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexsteel Adrian Leather Power Bar Stool,,,,,,,,,Large,,,,,,,,,142422.5739,shopify,deny,manual,990.06,1138,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_39.png?v=1745165394,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Denver Power Bar Stool,Denver Power Bar Stool,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,142802.6872,shopify,deny,manual,992.67,1141,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_4.png?v=1745165364,374,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC917,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Denver Power Bar Stool,,,,,,,,,Medium,,,,,,,,,143182.8006,shopify,deny,manual,995.28,1144,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_40.png?v=1745165407,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Venture Manual Bar Stool,Venture Manual Bar Stool,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,143562.914,shopify,deny,manual,997.89,1147,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_41.png?v=1745165407,376,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC918,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Venture Manual Bar Stool,,,,,,,,,Medium,,,,,,,,,143943.0273,shopify,deny,manual,1000.5,1150,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_42.png?v=1745165394,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Venture Manual Bar Stool,,,,,,,,,Large,,,,,,,,,144323.1407,shopify,deny,manual,1003.11,1153,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_43.png?v=1745165406,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Bar Stool,Lawrence Power Reclining Bar Stool,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Amish Village,Uncategorized,,,TRUE,Size,Small,,,,,,,,,144703.254,shopify,deny,manual,1005.72,1156,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_44.png?v=1745165405,379,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC919,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Lawrence Power Reclining Bar Stool,,,,,,,,,Medium,,,,,,,,,145083.3674,shopify,deny,manual,1008.33,1159,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_45.png?v=1745165405,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Bar Stool,,,,,,,,,Large,,,,,,,,,145463.4808,shopify,deny,manual,1010.94,1162,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_46.png?v=1745165405,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Bar Stool,,,,,,,,,,,,,,,,,,145843.5941,shopify,deny,manual,1013.55,1165,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_47.png?v=1745165403,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Sarabella Queen Memory Foam Sleeper Bar Stool,Sarabella Queen Memory Foam Sleeper Bar Stool,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,146223.7075,shopify,deny,manual,1016.16,1168,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_48.png?v=1745165399,383,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC920,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Sarabella Queen Memory Foam Sleeper Bar Stool,,,,,,,,,Medium,,,,,,,,,146603.8209,shopify,deny,manual,1018.77,1171,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_49.png?v=1745165395,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Sarabella Queen Memory Foam Sleeper Bar Stool,,,,,,,,,Large,,,,,,,,,146983.9342,shopify,deny,manual,1021.38,1174,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_5.png?v=1745165364,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Tulen Reclining Bar Stool,Tulen Reclining Bar Stool,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,West Main Home,Uncategorized,,,TRUE,Size,Small,,,,,,,,,147364.0476,shopify,deny,manual,1023.99,1177,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_50.png?v=1745165403,386,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC921,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Tulen Reclining Bar Stool,,,,,,,,,Medium,,,,,,,,,147744.1609,shopify,deny,manual,1026.6,1180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/living-room-Recliners_51.png?v=1745165395,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
